Account,AccountDesc,TransDesc,Debit,Credit,Period,JnlNo,JnlDesc,Amount,JnlPrep,JnlAuth,JnlDateTime
00-20-2011,Inventory Adjustment,626,12761.113628609926,0,2019-3,101,,12761.113628609926,GL06,AM04,2019-03-30 10:59
00-80-8027,Other Stock Costs,ZZZ,0,12761.113628609926,2019-3,101,,-12761.113628609926,GL06,AM04,2019-03-30 10:59
00-20-2011,Inventory Adjustment,622,1101.9645731014014,0,2019-3,101,,1101.9645731014014,GL06,AM04,NA
00-80-8037,Forex Holding Account,848,0,321704.396095834,2019-3,102,Reversed By Jnl 2019-6 Journal No. 318,-321704.396095834,GL06,TC01,2019-03-30 09:23
00-80-8034,Forex Pending,XXXX,321704.396095834,0,2019-3,102,Reversed By Jnl 2019-6 Journal No. 318,321704.396095834,GL06,TC01,2019-03-30 09:23
00-80-8035,Forex Holding Account,1206,0,463834.6632073105,2019-3,102,Reversed By Jnl 2019-6 Journal No. 318,-463834.6632073105,GL06,TC01,2019-03-30 09:23
00-80-8034,Forex Pending,XXXX,463834.6632073105,0,2019-3,102,Reversed By Jnl 2019-6 Journal No. 318,463834.6632073105,GL06,TC01,2019-03-30 09:23
00-80-8049,Accruals,XX123XX999,0,54928.75655144587,2019-3,103,Reversed By Jnl 2019-8 Journal No. 370,-54928.75655144587,HV09,TC01,2019-03-30 10:31
00-80-8029,Goods In Transit,ZZZ,54928.75655144587,0,2019-3,103,Reversed By Jnl 2019-8 Journal No. 370,54928.75655144587,HV09,TC01,2019-03-30 10:31
00-80-8049,Accruals,XX123XX999,0,130705.47957731404,2019-3,103,Reversed By Jnl 2019-8 Journal No. 370,-130705.47957731404,HV09,TC01,2019-03-30 10:31
00-80-8029,Goods In Transit,ZZZ,130705.47957731404,0,2019-3,103,Reversed By Jnl 2019-8 Journal No. 370,130705.47957731404,HV09,TC01,2019-03-30 10:31
00-80-8049,Accruals,XX123XX999,0,289793.40869636013,2019-3,103,Reversed By Jnl 2019-8 Journal No. 370,-289793.40869636013,HV09,TC01,2019-03-30 10:31
00-80-8029,Goods In Transit,ZZZ,289793.40869636013,0,2019-3,103,Reversed By Jnl 2019-8 Journal No. 370,289793.40869636013,HV09,TC01,2019-03-30 10:31
00-20-2011,Inventory Adjustment,516,0,8485.725217619613,2019-3,104,,-8485.725217619613,HV09,AM04,2019-03-30 17:18
00-80-8027,Other Stock Costs,ZZZ,8485.725217619613,0,2019-3,104,,8485.725217619613,HV09,AM04,2019-03-30 17:18
00-80-8033,Provision for Sales Schemes,ZZX,0,16716.776647001432,2019-3,105,Reversed By Jnl 2019-6 Journal No. 511,-16716.776647001432,HV09,AS13,2019-03-30 16:41
00-10-1002,Provisions - Trade Sales,XXX,16716.776647001432,0,2019-3,105,Reversed By Jnl 2019-6 Journal No. 511,16716.776647001432,HV09,AS13,2019-03-30 16:41
00-80-8033,Provision for Sales Schemes,ZZX,0,335884.5848996929,2019-3,105,Reversed By Jnl 2019-6 Journal No. 511,-335884.5848996929,HV09,AS13,2019-03-30 16:41
00-10-1001,Trade Sale Recycle Scheme,ZZZ,335884.5848996929,0,2019-3,105,Reversed By Jnl 2019-6 Journal No. 511,335884.5848996929,HV09,AS13,2019-03-30 16:41
00-80-8049,Accruals,XX123XX999,0,4553.933139432147,2019-3,106,Reversed By Jnl 2019-4 Journal No. 526,-4553.933139432147,GL06,SP18,2019-03-30 15:37
00-80-8029,Goods In Transit,ZZZ,4553.933139432147,0,2019-3,106,Reversed By Jnl 2019-4 Journal No. 526,4553.933139432147,GL06,SP18,2019-03-30 15:37
00-80-8049,Accruals,XX123XX999,0,124322.52787080505,2019-3,106,Reversed By Jnl 2019-4 Journal No. 526,-124322.52787080505,GL06,SP18,2019-03-30 15:37
00-80-8029,Goods In Transit,ZZZ,124322.52787080505,0,2019-3,106,Reversed By Jnl 2019-4 Journal No. 526,124322.52787080505,GL06,SP18,2019-03-30 15:37
00-80-8049,Accruals,XX123XX999,0,149518.8319407639,2019-3,106,Reversed By Jnl 2019-4 Journal No. 526,-149518.8319407639,GL06,SP18,2019-03-30 15:37
00-80-8029,Goods In Transit,ZZZ,149518.8319407639,0,2019-3,106,Reversed By Jnl 2019-4 Journal No. 526,149518.8319407639,GL06,SP18,2019-03-30 15:37
00-70-7026,Bank Fees,175,8.288858364745973,0,2019-3,107,,8.288858364745973,GL06,TC01,2019-03-30 15:58
00-80-8041,Cash Account,CVCVCV,458.8354221043363,0,2019-3,107,,458.8354221043363,GL06,TC01,2019-03-30 15:58
00-80-8048,Expenses Control Account,175,0,467.1242804690823,2019-3,107,,-467.1242804690823,GL06,TC01,2019-03-30 15:58
00-70-7022,Forex - Realised Diff,1205,9.461592414081096,0,2019-3,108,,9.461592414081096,AC04,SP18,2019-03-31 10:58
00-80-8034,Forex Pending,XXXX,0,9.461592414081096,2019-3,108,,-9.461592414081096,AC04,SP18,2019-03-31 10:58
00-70-7023,Forex - Realised Diff,1221,0,2.2357057493925088,2019-3,108,,-2.2357057493925088,AC04,SP18,2019-03-31 10:58
00-80-8034,Forex Pending,XXXX,2.2357057493925088,0,2019-3,108,,2.2357057493925088,AC04,SP18,2019-03-31 10:58
00-80-8034,Forex Pending,XXXX,0,8.235595209002494,2019-3,108,,-8.235595209002494,AC04,SP18,2019-03-31 10:58
00-70-7022,Forex - Realised Diff,302,8.235595209002494,0,2019-3,108,,8.235595209002494,AC04,SP18,2019-03-31 10:58
00-80-8040,Forex Holding Account,123,18.149170703291894,0,2019-3,108,,18.149170703291894,AC04,SP18,2019-03-31 10:58
00-70-7022,Forex - Realised Diff,123,0,18.149170703291894,2019-3,108,,-18.149170703291894,AC04,SP18,2019-03-31 10:58
00-80-8039,Forex Holding Account,447,0,140.6562541162968,2019-3,108,,-140.6562541162968,AC04,SP18,2019-03-31 10:58
00-70-7022,Forex - Realised Diff,447,140.6562541162968,0,2019-3,108,,140.6562541162968,AC04,SP18,2019-03-31 10:58
00-80-8037,Forex Holding Account,849,0,1372.77752723366,2019-3,108,,-1372.77752723366,AC04,SP18,2019-03-31 10:58
00-70-7022,Forex - Realised Diff,849,1372.77752723366,0,2019-3,108,,1372.77752723366,AC04,SP18,2019-03-31 10:58
00-80-8038,Forex Holding Account,301,0,1611.7143659168482,2019-3,108,,-1611.7143659168482,AC04,SP18,2019-03-31 10:58
00-70-7022,Forex - Realised Diff,301,1611.7143659168482,0,2019-3,108,,1611.7143659168482,AC04,SP18,2019-03-31 10:58
00-80-8036,Forex Holding Account,1208,0,4151.3492042040825,2019-3,108,,-4151.3492042040825,AC04,SP18,2019-03-31 10:58
00-70-7023,Forex - Realised Diff,1208,4151.3492042040825,0,2019-3,108,,4151.3492042040825,AC04,SP18,2019-03-31 10:58
00-80-8035,Forex Holding Account,1204,0,4164.293886549473,2019-3,108,,-4164.293886549473,AC04,SP18,2019-03-31 10:58
00-70-7022,Forex - Realised Diff,1204,4164.293886549473,0,2019-3,108,,4164.293886549473,AC04,SP18,2019-03-31 10:58
00-70-7026,Bank Fees,684,25.423283193958923,0,2019-3,109,,25.423283193958923,HV09,CH20,2019-03-31 16:14
00-80-8048,Expenses Control Account,684,0,25.423283193958923,2019-3,109,,-25.423283193958923,HV09,CH20,2019-03-31 16:14
00-20-2003,CoS-Inventory,890,2929.097744069397,0,2019-1,11,,2929.097744069397,ID03,CH20,2019-01-30 13:42
00-20-2009,Inventory-Misc. Costs,890,0,2929.097744069397,2019-1,11,,-2929.097744069397,ID03,CH20,2019-01-30 13:42
00-20-2008,Inventory-Misc. Costs,426,6807.944626464248,0,2019-1,11,,6807.944626464248,ID03,CH20,2019-01-30 13:42
00-20-2009,Inventory-Misc. Costs,426,0,6807.944626464248,2019-1,11,,-6807.944626464248,ID03,CH20,2019-01-30 13:42
00-20-2011,Inventory Adjustment,512,0,1018.6724437937141,2019-3,110,,-1018.6724437937141,CH20,AS13,2019-03-31 14:01
00-80-8027,Other Stock Costs,ZZZ,1018.6724437937141,0,2019-3,110,,1018.6724437937141,CH20,AS13,2019-03-31 14:01
00-20-2011,Inventory Adjustment,509,0,1485.5385998006166,2019-3,110,,-1485.5385998006166,CH20,AS13,2019-03-31 14:01
00-80-8027,Other Stock Costs,ZZZ,1485.5385998006166,0,2019-3,110,,1485.5385998006166,CH20,AS13,2019-03-31 14:01
00-20-2011,Inventory Adjustment,515,0,5617.71387735799,2019-3,110,,-5617.71387735799,CH20,AS13,2019-03-31 14:01
00-80-8027,Other Stock Costs,ZZZ,5617.71387735799,0,2019-3,110,,5617.71387735799,CH20,AS13,2019-03-31 14:01
00-20-2011,Inventory Adjustment,506,0,11956.970229041353,2019-3,110,,-11956.970229041353,CH20,AS13,2019-03-31 14:01
00-80-8027,Other Stock Costs,ZZZ,11956.970229041353,0,2019-3,110,,11956.970229041353,CH20,AS13,2019-03-31 14:01
00-20-2011,Inventory Adjustment,497,0,17146.346442938895,2019-3,110,,-17146.346442938895,CH20,AS13,2019-03-31 14:01
00-80-8027,Other Stock Costs,ZZZ,17146.346442938895,0,2019-3,110,,17146.346442938895,CH20,AS13,2019-03-31 14:01
00-20-2011,Inventory Adjustment,510,1159.5794272102416,0,2019-3,111,,1159.5794272102416,DF18,TC01,2019-03-31 12:29
00-80-8027,Other Stock Costs,ZZZ,0,1159.5794272102416,2019-3,111,,-1159.5794272102416,DF18,TC01,2019-03-31 12:29
00-20-2011,Inventory Adjustment,507,1350.4706924765558,0,2019-3,111,,1350.4706924765558,DF18,TC01,2019-03-31 12:29
00-80-8027,Other Stock Costs,ZZZ,0,1350.4706924765558,2019-3,111,,-1350.4706924765558,DF18,TC01,2019-03-31 12:29
00-20-2011,Inventory Adjustment,513,5326.222083958313,0,2019-3,111,,5326.222083958313,DF18,TC01,2019-03-31 12:29
00-80-8027,Other Stock Costs,ZZZ,0,5326.222083958313,2019-3,111,,-5326.222083958313,DF18,TC01,2019-03-31 12:29
00-20-2011,Inventory Adjustment,500,7722.13799169071,0,2019-3,111,,7722.13799169071,DF18,TC01,2019-03-31 12:29
00-80-8027,Other Stock Costs,ZZZ,0,7722.13799169071,2019-3,111,,-7722.13799169071,DF18,TC01,2019-03-31 12:29
00-20-2011,Inventory Adjustment,504,12077.522347651944,0,2019-3,111,,12077.522347651944,DF18,TC01,2019-03-31 12:29
00-80-8027,Other Stock Costs,ZZZ,0,12077.522347651944,2019-3,111,,-12077.522347651944,DF18,TC01,2019-03-31 12:29
00-20-2011,Inventory Adjustment,495,17004.427933755444,0,2019-3,111,,17004.427933755444,DF18,TC01,2019-03-31 12:29
00-80-8027,Other Stock Costs,ZZZ,0,17004.427933755444,2019-3,111,,-17004.427933755444,DF18,TC01,2019-03-31 12:29
00-80-8034,Forex Pending,XXXX,0,12.42828944163397,2019-3,112,,-12.42828944163397,AC04,AM04,2019-03-31 18:44
00-70-7022,Forex - Realised Diff,302,12.42828944163397,0,2019-3,112,,12.42828944163397,AC04,AM04,2019-03-31 18:44
00-70-7022,Forex - Realised Diff,1205,0,12.42828944163397,2019-3,112,,-12.42828944163397,AC04,AM04,2019-03-31 18:44
00-70-7023,Forex - Realised Diff,1221,0,12.42828944163397,2019-3,112,,-12.42828944163397,AC04,AM04,2019-03-31 18:44
00-80-8034,Forex Pending,XXXX,12.42828944163397,0,2019-3,112,,12.42828944163397,AC04,AM04,2019-03-31 18:44
00-80-8034,Forex Pending,XXXX,12.42828944163397,0,2019-3,112,,12.42828944163397,AC04,AM04,2019-03-31 18:44
00-80-8034,Forex Pending,XXXX,0,13.70407148266211,2019-3,112,,-13.70407148266211,AC04,AM04,2019-03-31 18:44
00-70-7022,Forex - Realised Diff,853,13.70407148266211,0,2019-3,112,,13.70407148266211,AC04,AM04,2019-03-31 18:44
00-80-8040,Forex Holding Account,123,15.575992624480277,0,2019-3,112,,15.575992624480277,AC04,AM04,2019-03-31 18:44
00-70-7022,Forex - Realised Diff,123,0,15.575992624480277,2019-3,112,,-15.575992624480277,AC04,AM04,2019-03-31 18:44
00-80-8039,Forex Holding Account,447,0,249.2571305430867,2019-3,112,,-249.2571305430867,AC04,AM04,2019-03-31 18:44
00-70-7022,Forex - Realised Diff,447,249.2571305430867,0,2019-3,112,,249.2571305430867,AC04,AM04,2019-03-31 18:44
00-80-8036,Forex Holding Account,1208,0,845.6153981183097,2019-3,112,,-845.6153981183097,AC04,AM04,2019-03-31 18:44
00-70-7023,Forex - Realised Diff,1208,845.6153981183097,0,2019-3,112,,845.6153981183097,AC04,AM04,2019-03-31 18:44
00-80-8037,Forex Holding Account,849,0,2538.2452605113017,2019-3,112,,-2538.2452605113017,AC04,AM04,2019-03-31 18:44
00-70-7022,Forex - Realised Diff,849,2538.2452605113017,0,2019-3,112,,2538.2452605113017,AC04,AM04,2019-03-31 18:44
00-80-8038,Forex Holding Account,301,0,2994.4883122257334,2019-3,112,,-2994.4883122257334,AC04,AM04,2019-03-31 18:44
00-70-7022,Forex - Realised Diff,301,2994.4883122257334,0,2019-3,112,,2994.4883122257334,AC04,AM04,2019-03-31 18:44
00-80-8035,Forex Holding Account,1204,0,7694.97785652997,2019-3,112,,-7694.97785652997,AC04,AM04,2019-03-31 18:44
00-70-7022,Forex - Realised Diff,1204,7694.97785652997,0,2019-3,112,,7694.97785652997,AC04,AM04,2019-03-31 18:44
00-80-8033,Provision for Sales Schemes,ZZX,0,281028.2013833316,2019-3,113,Reversed By Jnl 2019-7 Journal No. 291,-281028.2013833316,AM04,AS13,2019-03-31 14:57
00-10-1002,Provisions - Trade Sales,XXX,281028.2013833316,0,2019-3,113,Reversed By Jnl 2019-7 Journal No. 291,281028.2013833316,AM04,AS13,2019-03-31 14:57
00-80-8033,Provision for Sales Schemes,ZZX,0,328166.86604892963,2019-3,113,Reversed By Jnl 2019-7 Journal No. 291,-328166.86604892963,AM04,AS13,2019-03-31 14:57
00-10-1001,Trade Sale Recycle Scheme,ZZZ,328166.86604892963,0,2019-3,113,Reversed By Jnl 2019-7 Journal No. 291,328166.86604892963,AM04,AS13,2019-03-31 14:57
00-20-2011,Inventory Adjustment,510,945.5402408890427,0,2019-3,114,,945.5402408890427,HV09,CH20,2019-03-31 14:45
00-80-8027,Other Stock Costs,ZZZ,0,945.5402408890427,2019-3,114,,-945.5402408890427,HV09,CH20,2019-03-31 14:45
00-20-2011,Inventory Adjustment,507,1569.925357990265,0,2019-3,114,,1569.925357990265,HV09,CH20,2019-03-31 14:45
00-80-8027,Other Stock Costs,ZZZ,0,1569.925357990265,2019-3,114,,-1569.925357990265,HV09,CH20,2019-03-31 14:45
00-20-2011,Inventory Adjustment,513,5574.580564644635,0,2019-3,114,,5574.580564644635,HV09,CH20,2019-03-31 14:45
00-80-8027,Other Stock Costs,ZZZ,0,5574.580564644635,2019-3,114,,-5574.580564644635,HV09,CH20,2019-03-31 14:45
00-20-2011,Inventory Adjustment,500,7924.15270509541,0,2019-3,114,,7924.15270509541,HV09,CH20,2019-03-31 14:45
00-80-8027,Other Stock Costs,ZZZ,0,7924.15270509541,2019-3,114,,-7924.15270509541,HV09,CH20,2019-03-31 14:45
00-20-2011,Inventory Adjustment,504,12182.928419903443,0,2019-3,114,,12182.928419903443,HV09,CH20,2019-03-31 14:45
00-80-8027,Other Stock Costs,ZZZ,0,12182.928419903443,2019-3,114,,-12182.928419903443,HV09,CH20,2019-03-31 14:45
00-20-2011,Inventory Adjustment,495,17148.530224138052,0,2019-3,114,,17148.530224138052,HV09,CH20,2019-03-31 14:45
00-80-8027,Other Stock Costs,ZZZ,0,17148.530224138052,2019-3,114,,-17148.530224138052,HV09,CH20,2019-03-31 14:45
00-80-8027,Other Stock Costs,ZZZ,0,2914.0146911383795,2019-3,115,,-2914.0146911383795,AM04,AS13,2019-03-31 11:50
00-20-2011,Inventory Adjustment,624,2914.0146911383795,0,2019-3,115,,2914.0146911383795,AM04,AS13,2019-03-31 11:50
00-80-8027,Other Stock Costs,ZZZ,3052.9359111283534,0,2019-3,115,,3052.9359111283534,AM04,AS13,2019-03-31 11:50
00-20-2011,Inventory Adjustment,622,0,3052.9359111283534,2019-3,115,,-3052.9359111283534,AM04,AS13,2019-03-31 11:50
00-20-2011,Inventory Adjustment,626,6804.2184629465455,0,2019-3,115,,6804.2184629465455,AM04,AS13,2019-03-31 11:50
00-80-8027,Other Stock Costs,ZZZ,0,6804.2184629465455,2019-3,115,,-6804.2184629465455,AM04,AS13,2019-03-31 11:50
00-70-7026,Bank Fees,168,16.668703584074976,0,2019-3,116,,16.668703584074976,GL06,SP18,2019-03-31 11:55
00-80-8041,Cash Account,CVCVCV,443.8002119362261,0,2019-3,116,,443.8002119362261,GL06,SP18,2019-03-31 11:55
00-80-8048,Expenses Control Account,168,0,460.4689155203011,2019-3,116,,-460.4689155203011,GL06,SP18,2019-03-31 11:55
00-20-2008,Inventory-Misc. Costs,426,3427.790229728185,0,2019-3,117,,3427.790229728185,AS13,AM04,2019-03-31 10:37
00-20-2009,Inventory-Misc. Costs,426,0,3427.790229728185,2019-3,117,,-3427.790229728185,AS13,AM04,2019-03-31 10:37
00-20-2003,CoS-Inventory,890,0,10530.118171003722,2019-3,117,,-10530.118171003722,AS13,AM04,2019-03-31 10:37
00-20-2009,Inventory-Misc. Costs,890,10530.118171003722,0,2019-3,117,,10530.118171003722,AS13,AM04,2019-03-31 10:37
00-20-2004,Provision for Obselete Inventory,1214,0,146687.51399273745,2019-3,118,Reversed By Jnl 2019-5 Journal No. 371,-146687.51399273745,ID03,AM04,2019-03-31 11:17
00-80-8028,Provisions - Stock Write-downs,XZX,146687.51399273745,0,2019-3,118,Reversed By Jnl 2019-5 Journal No. 371,146687.51399273745,ID03,AM04,2019-03-31 11:17
00-80-8033,Provision for Sales Schemes,ZZX,0,6594.178232399747,2019-3,119,Reversed By Jnl 2019-5 Journal No. 372,-6594.178232399747,GL06,AS13,2019-03-31 07:30
00-10-1002,Provisions - Trade Sales,XXX,6594.178232399747,0,2019-3,119,Reversed By Jnl 2019-5 Journal No. 372,6594.178232399747,GL06,AS13,2019-03-31 07:30
00-80-8033,Provision for Sales Schemes,ZZX,0,386434.0178859125,2019-3,119,Reversed By Jnl 2019-5 Journal No. 372,-386434.0178859125,GL06,AS13,2019-03-31 07:30
00-10-1001,Trade Sale Recycle Scheme,ZZZ,386434.0178859125,0,2019-3,119,Reversed By Jnl 2019-5 Journal No. 372,386434.0178859125,GL06,AS13,2019-03-31 07:30
00-40-4014,Additional Shipping Costs,672,4597.774836406521,0,2019-1,12,,4597.774836406521,DF18,AS13,2019-01-30 09:09
00-20-2009,Inventory-Misc. Costs,672,0,4597.774836406521,2019-1,12,,-4597.774836406521,DF18,AS13,2019-01-30 09:09
00-20-2011,Inventory Adjustment,510,940.4435213670135,0,2019-3,120,,940.4435213670135,HV09,SD19,2019-03-31 13:57
00-80-8027,Other Stock Costs,ZZZ,0,940.4435213670135,2019-3,120,,-940.4435213670135,HV09,SD19,2019-03-31 13:57
00-20-2011,Inventory Adjustment,507,1402.5530638269336,0,2019-3,120,,1402.5530638269336,HV09,SD19,2019-03-31 13:57
00-80-8027,Other Stock Costs,ZZZ,0,1402.5530638269336,2019-3,120,,-1402.5530638269336,HV09,SD19,2019-03-31 13:57
00-20-2011,Inventory Adjustment,513,5514.811088836268,0,2019-3,120,,5514.811088836268,HV09,SD19,2019-03-31 13:57
00-80-8027,Other Stock Costs,ZZZ,0,5514.811088836268,2019-3,120,,-5514.811088836268,HV09,SD19,2019-03-31 13:57
00-20-2011,Inventory Adjustment,500,7681.485142651647,0,2019-3,120,,7681.485142651647,HV09,SD19,2019-03-31 13:57
00-80-8027,Other Stock Costs,ZZZ,0,7681.485142651647,2019-3,120,,-7681.485142651647,HV09,SD19,2019-03-31 13:57
00-20-2011,Inventory Adjustment,504,12147.469783369974,0,2019-3,120,,12147.469783369974,HV09,SD19,2019-03-31 13:57
00-80-8027,Other Stock Costs,ZZZ,0,12147.469783369974,2019-3,120,,-12147.469783369974,HV09,SD19,2019-03-31 13:57
00-20-2011,Inventory Adjustment,495,17121.32877271727,0,2019-3,120,,17121.32877271727,HV09,SD19,2019-03-31 13:57
00-80-8027,Other Stock Costs,ZZZ,0,17121.32877271727,2019-3,120,,-17121.32877271727,HV09,SD19,2019-03-31 13:57
00-40-4014,Additional Shipping Costs,672,4601.327964243628,0,2019-3,121,,4601.327964243628,CH20,AS13,2019-03-31 15:35
00-20-2009,Inventory-Misc. Costs,672,0,4601.327964243628,2019-3,121,,-4601.327964243628,CH20,AS13,2019-03-31 15:35
00-20-2011,Inventory Adjustment,510,974.1103875111789,0,2019-3,122,,974.1103875111789,AH12,AM04,2019-03-31 08:57
00-80-8027,Other Stock Costs,ZZZ,0,974.1103875111789,2019-3,122,,-974.1103875111789,AH12,AM04,2019-03-31 08:57
00-20-2011,Inventory Adjustment,507,1275.723023167178,0,2019-3,122,,1275.723023167178,AH12,AM04,2019-03-31 08:57
00-80-8027,Other Stock Costs,ZZZ,0,1275.723023167178,2019-3,122,,-1275.723023167178,AH12,AM04,2019-03-31 08:57
00-20-2011,Inventory Adjustment,513,5412.567384353355,0,2019-3,122,,5412.567384353355,AH12,AM04,2019-03-31 08:57
00-80-8027,Other Stock Costs,ZZZ,0,5412.567384353355,2019-3,122,,-5412.567384353355,AH12,AM04,2019-03-31 08:57
00-20-2011,Inventory Adjustment,500,7647.791689429134,0,2019-3,122,,7647.791689429134,AH12,AM04,2019-03-31 08:57
00-80-8027,Other Stock Costs,ZZZ,0,7647.791689429134,2019-3,122,,-7647.791689429134,AH12,AM04,2019-03-31 08:57
00-20-2011,Inventory Adjustment,504,12053.886952722967,0,2019-3,122,,12053.886952722967,AH12,AM04,2019-03-31 08:57
00-80-8027,Other Stock Costs,ZZZ,0,12053.886952722967,2019-3,122,,-12053.886952722967,AH12,AM04,2019-03-31 08:57
00-20-2011,Inventory Adjustment,495,16909.423413480745,0,2019-3,122,,16909.423413480745,AH12,AM04,2019-03-31 08:57
00-80-8027,Other Stock Costs,ZZZ,0,16909.423413480745,2019-3,122,,-16909.423413480745,AH12,AM04,2019-03-31 08:57
00-80-8037,Forex Holding Account,848,0,245510.02162928626,2019-3,123,Reversed By Jnl 2019-9 Journal No. 438,-245510.02162928626,GL06,CH20,2019-03-31 09:59
00-80-8034,Forex Pending,XXXX,245510.02162928626,0,2019-3,123,Reversed By Jnl 2019-9 Journal No. 438,245510.02162928626,GL06,CH20,2019-03-31 09:59
00-80-8035,Forex Holding Account,1206,0,786862.4705352292,2019-3,123,Reversed By Jnl 2019-9 Journal No. 438,-786862.4705352292,GL06,CH20,2019-03-31 09:59
00-80-8034,Forex Pending,XXXX,786862.4705352292,0,2019-3,123,Reversed By Jnl 2019-9 Journal No. 438,786862.4705352292,GL06,CH20,2019-03-31 09:59
00-70-7026,Bank Fees,172,16.036621974427252,0,2019-3,124,,16.036621974427252,GL06,CH20,2019-03-31 19:13
00-80-8041,Cash Account,CVCVCV,438.076864597993,0,2019-3,124,,438.076864597993,GL06,CH20,2019-03-31 19:13
00-80-8048,Expenses Control Account,172,0,454.11348657242024,2019-3,124,,-454.11348657242024,GL06,CH20,2019-03-31 19:13
00-80-8034,Forex Pending,XXXX,0,2.616693932693453,2019-3,125,,-2.616693932693453,DF18,TC01,2019-03-31 16:20
00-70-7022,Forex - Realised Diff,302,2.616693932693453,0,2019-3,125,,2.616693932693453,DF18,TC01,2019-03-31 16:20
00-70-7022,Forex - Realised Diff,1205,0,2.616693932693453,2019-3,125,,-2.616693932693453,DF18,TC01,2019-03-31 16:20
00-70-7023,Forex - Realised Diff,1221,0,2.616693932693453,2019-3,125,,-2.616693932693453,DF18,TC01,2019-03-31 16:20
00-80-8034,Forex Pending,XXXX,2.616693932693453,0,2019-3,125,,2.616693932693453,DF18,TC01,2019-03-31 16:20
00-80-8034,Forex Pending,XXXX,2.616693932693453,0,2019-3,125,,2.616693932693453,DF18,TC01,2019-03-31 16:20
00-80-8034,Forex Pending,XXXX,0,9.936406728178262,2019-3,125,,-9.936406728178262,DF18,TC01,2019-03-31 16:20
00-70-7022,Forex - Realised Diff,853,9.936406728178262,0,2019-3,125,,9.936406728178262,DF18,TC01,2019-03-31 16:20
00-80-8040,Forex Holding Account,123,18.28095291212201,0,2019-3,125,,18.28095291212201,DF18,TC01,2019-03-31 16:20
00-70-7022,Forex - Realised Diff,123,0,18.28095291212201,2019-3,125,,-18.28095291212201,DF18,TC01,2019-03-31 16:20
00-80-8039,Forex Holding Account,447,0,266.1879151834548,2019-3,125,,-266.1879151834548,DF18,TC01,2019-03-31 16:20
00-70-7022,Forex - Realised Diff,447,266.1879151834548,0,2019-3,125,,266.1879151834548,DF18,TC01,2019-03-31 16:20
00-80-8036,Forex Holding Account,1208,0,823.2220965356938,2019-3,125,,-823.2220965356938,DF18,TC01,2019-03-31 16:20
00-70-7023,Forex - Realised Diff,1208,823.2220965356938,0,2019-3,125,,823.2220965356938,DF18,TC01,2019-03-31 16:20
00-80-8037,Forex Holding Account,849,0,2550.9547779840045,2019-3,125,,-2550.9547779840045,DF18,TC01,2019-03-31 16:20
00-70-7022,Forex - Realised Diff,849,2550.9547779840045,0,2019-3,125,,2550.9547779840045,DF18,TC01,2019-03-31 16:20
00-80-8038,Forex Holding Account,301,0,2984.074725260623,2019-3,125,,-2984.074725260623,DF18,TC01,2019-03-31 16:20
00-70-7022,Forex - Realised Diff,301,2984.074725260623,0,2019-3,125,,2984.074725260623,DF18,TC01,2019-03-31 16:20
00-80-8035,Forex Holding Account,1204,0,7715.440712109208,2019-3,125,,-7715.440712109208,DF18,TC01,2019-03-31 16:20
00-70-7022,Forex - Realised Diff,1204,7715.440712109208,0,2019-3,125,,7715.440712109208,DF18,TC01,2019-03-31 16:20
